huid,Block2020,blockid,bgid,tractid,FIPScounty,numprec,ownershp,race,hispan,family,vacancy,gqtype,incomegroup,hhinc,randincome,poverty,BLOCKID20_str,huicounter1,huicounter2,huicounter3,ownershp1,ownershp2,ownershp3,strctid,strctid_flagsetrm,strctid_Block2020_flagsetrm,addrptid,fd_id_bid,huestimate,huicounter_addpt,placeNAME20,x,y,occtype,geometry,index_right,Site_ID,Site_Name,benz_ppb_p100_ppb,Race Ethnicity
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482000762-86273V9J+7WG-6-5-6-5,,,,,,COM3,POINT (-94.117669 30.068181),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24820259,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482005143-86273VFW+C46-7-6-6-7,,,,,,COM1,POINT (-94.104737 30.07355),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482005144-86273VFW+J4C-4-4-4-4,,,,,,COM8,POINT (-94.104728 30.074066),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,
B482450117002138H001,482450117002138,482450117002138,482450117002,48245011700,48245.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,3.0,2.0,19519.0,0.0,B482450117002138,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482005145-86273VFV+GW8-2-2-2-2,1.0,1.0,ST00nsi-482005145-86273VFV+GW8-2-2-2-2AP000000,nsi-482005145-86273VFV+GW8-2-2-2-2,1.0,1.0,Beaumont,-94.105163,30.073787,RES1-2SNB,POINT (-94.105163 30.073787),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2802902,"6 Any Race, Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482011959-86273W42+WX6-3-3-3-4,,,,,,COM1,POINT (-94.09762 30.057285),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,
B482450019003039H004,482450019003039,482450019003039,482450019003,48245001900,48245.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,35603.0,0.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011960-86273W52+HWQ-2-4-2-3,1.0,1.0,ST00nsi-482011960-86273W52+HWQ-2-4-2-3AP000000,nsi-482011960-86273W52+HWQ-2-4-2-3,2.0,1.0,Beaumont,-94.097631,30.058966,RES1-1SNB,POINT (-94.097631 30.058966),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482011961-86273W52+HMH-2-3-2-3,,,,,,RES3C,POINT (-94.098252 30.058929),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,
B482450019003039H001,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,66959.0,0.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011962-86273W52+GXJ-1-3-2-2,1.0,1.0,ST00nsi-482011962-86273W52+GXJ-1-3-2-2AP000000,nsi-482011962-86273W52+GXJ-1-3-2-2,2.0,1.0,Beaumont,-94.097605,30.058828,RES1-1SNB,POINT (-94.097605 30.058828),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H007,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,147052.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011963-86273W52+GP6-2-3-2-4,1.0,1.0,ST00nsi-482011963-86273W52+GP6-2-3-2-4AP000000,nsi-482011963-86273W52+GP6-2-3-2-4,2.0,1.0,Beaumont,-94.09825,30.058787,RES1-1SNB,POINT (-94.09825 30.058787),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450019003039H013,482450019003039,482450019003039,482450019003,48245001900,48245.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0,34574.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011963-86273W52+GP6-2-3-2-4,1.0,1.0,ST00nsi-482011963-86273W52+GP6-2-3-2-4AP000001,nsi-482011963-86273W52+GP6-2-3-2-4,2.0,2.0,Beaumont,-94.09825,30.058787,RES1-1SNB,POINT (-94.09825 30.058787),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450019003039H005,482450019003039,482450019003039,482450019003,48245001900,48245.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,56503.0,0.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011964-86273W52+CX7-2-2-2-3,1.0,1.0,ST00nsi-482011964-86273W52+CX7-2-2-2-3AP000000,nsi-482011964-86273W52+CX7-2-2-2-3,2.0,1.0,Beaumont,-94.097591,30.058541,RES1-1SNB,POINT (-94.097591 30.058541),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H017,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,13.0,5.0,106445.0,0.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011965-86273W52+9M5-2-2-1-2,1.0,1.0,ST00nsi-482011965-86273W52+9M5-2-2-1-2AP000000,nsi-482011965-86273W52+9M5-2-2-1-2,2.0,1.0,Beaumont,-94.098263,30.058399,RES1-1SNB,POINT (-94.098263 30.058399),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"6 Any Race, Hispanic"
B482450019003039H011,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,69320.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011966-86273W52+9X6-1-3-2-3,1.0,1.0,ST00nsi-482011966-86273W52+9X6-1-3-2-3AP000000,nsi-482011966-86273W52+9X6-1-3-2-3,2.0,1.0,Beaumont,-94.097603,30.058404,RES1-1SNB,POINT (-94.097603 30.058404),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H019,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,9.0,3.0,45958.0,0.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011967-86273W52+8M4-2-2-2-1,1.0,1.0,ST00nsi-482011967-86273W52+8M4-2-2-2-1AP000000,nsi-482011967-86273W52+8M4-2-2-2-1,2.0,1.0,Beaumont,-94.098284,30.058265,RES1-1SNB,POINT (-94.098284 30.058265),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"5 Other Race, Not Hispanic"
B482450019003039H009,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,97979.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011968-86273W52+8X3-2-2-1-3,1.0,1.0,ST00nsi-482011968-86273W52+8X3-2-2-1-3AP000000,nsi-482011968-86273W52+8X3-2-2-1-3,2.0,1.0,Beaumont,-94.097591,30.058271,RES1-1SNB,POINT (-94.097591 30.058271),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H016,482450019003039,482450019003039,482450019003,48245001900,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,87340.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011969-86273W52+7M5-2-1-2-2,1.0,1.0,ST00nsi-482011969-86273W52+7M5-2-1-2-2AP000000,nsi-482011969-86273W52+7M5-2-1-2-2,2.0,1.0,Beaumont,-94.09828,30.058134,RES1-1SNB,POINT (-94.09828 30.058134),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450019003039H002,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,52498.0,0.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011970-86273W52+7X3-2-2-2-2,1.0,1.0,ST00nsi-482011970-86273W52+7X3-2-2-2-2AP000000,nsi-482011970-86273W52+7X3-2-2-2-2,2.0,1.0,Beaumont,-94.097573,30.058142,RES1-1SNB,POINT (-94.097573 30.058142),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H018,482450019003039,482450019003039,482450019003,48245001900,48245.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,8620.0,1.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011971-86273W52+4XV-2-3-2-3,1.0,1.0,ST00nsi-482011971-86273W52+4XV-2-3-2-3AP000000,nsi-482011971-86273W52+4XV-2-3-2-3,2.0,1.0,Beaumont,-94.097589,30.057862,RES1-1SNB,POINT (-94.097589 30.057862),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"6 Any Race, Hispanic"
B482450019003039H003,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,66201.0,0.0,B482450019003039,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482011972-86273W52+4PJ-2-2-2-3,1.0,1.0,ST00nsi-482011972-86273W52+4PJ-2-2-2-3AP000000,nsi-482011972-86273W52+4PJ-2-2-2-3,2.0,1.0,Beaumont,-94.098242,30.057839,RES1-1SNB,POINT (-94.098242 30.057839),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450019003039H006,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,53607.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011973-86273W52+3XW-2-2-2-3,1.0,1.0,ST00nsi-482011973-86273W52+3XW-2-2-2-3AP000000,nsi-482011973-86273W52+3XW-2-2-2-3,2.0,1.0,Beaumont,-94.097558,30.057729,RES1-1SNB,POINT (-94.097558 30.057729),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H008,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,75594.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011974-86273W52+3PJ-2-2-2-3,1.0,1.0,ST00nsi-482011974-86273W52+3PJ-2-2-2-3AP000000,nsi-482011974-86273W52+3PJ-2-2-2-3,2.0,1.0,Beaumont,-94.098247,30.057711,RES1-1SNB,POINT (-94.098247 30.057711),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450019003039H010,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,65367.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011975-86273W52+2V8-4-2-5-3,1.0,1.0,ST00nsi-482011975-86273W52+2V8-4-2-5-3AP000001,nsi-482011975-86273W52+2V8-4-2-5-3,2.0,2.0,Beaumont,-94.097811,30.057538,RES1-1SNB,POINT (-94.097811 30.057538),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H015,482450019003039,482450019003039,482450019003,48245001900,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,58872.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011975-86273W52+2V8-4-2-5-3,1.0,1.0,ST00nsi-482011975-86273W52+2V8-4-2-5-3AP000000,nsi-482011975-86273W52+2V8-4-2-5-3,2.0,1.0,Beaumont,-94.097811,30.057538,RES1-1SNB,POINT (-94.097811 30.057538),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,"2 Black alone, Not Hispanic"
B482450019003039H012,482450019003039,482450019003039,482450019003,48245001900,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,60372.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011977-86273W52+2PJ-2-3-2-2,1.0,1.0,ST00nsi-482011977-86273W52+2PJ-2-3-2-2AP000000,nsi-482011977-86273W52+2PJ-2-3-2-2,2.0,1.0,Beaumont,-94.09822,30.057581,RES1-1SNB,POINT (-94.09822 30.057581),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
B482450019003039H014,482450019003039,482450019003039,482450019003,48245001900,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,55449.0,0.0,B482450019003039,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482011980-86273W42+WP6-2-3-2-2,1.0,1.0,ST00nsi-482011980-86273W42+WP6-2-3-2-2AP000000,nsi-482011980-86273W42+WP6-2-3-2-2,3.0,1.0,Beaumont,-94.098233,30.057284,RES3A,POINT (-94.098233 30.057284),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.2814579,"2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482011983-86273W42+VVJ-5-3-6-3,,,,,,COM3,POINT (-94.097858 30.057224),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482011985-86273W42+RPH-2-3-4-2,,,,,,COM3,POINT (-94.098128 30.057053),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.3043085,
B482450021001018H004,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,42506.0,0.0,B482450021001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482051809-86273V4G+C2P-4-3-4-3,1.0,1.0,ST00nsi-482051809-86273V4G+C2P-4-3-4-3AP000000,nsi-482051809-86273V4G+C2P-4-3-4-3,1.0,1.0,Beaumont,-94.124915,30.056085,COM1,POINT (-94.124915 30.056085),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001017H001,482450021001017,482450021001017,482450021001,48245002100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,17210.0,0.0,B482450021001017,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482051810-86273V5F+9VF-0-0-0-0,2.0,2.0,ST00nsi-482051810-86273V5F+9VF-0-0-0-0AP000000,nsi-482051810-86273V5F+9VF-0-0-0-0,4.0,1.0,Beaumont,-94.125328,30.058449,RES3D,POINT (-94.125328 30.058449),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.23921385,"2 Black alone, Not Hispanic"
B482450021001017H002,482450021001017,482450021001017,482450021001,48245002100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,142830.0,0.0,B482450021001017,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482051810-86273V5F+9VF-0-0-0-0,2.0,2.0,ST00nsi-482051810-86273V5F+9VF-0-0-0-0AP000001,nsi-482051810-86273V5F+9VF-0-0-0-0,4.0,2.0,Beaumont,-94.125328,30.058449,RES3D,POINT (-94.125328 30.058449),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.23921385,"2 Black alone, Not Hispanic"
B482450021001017H003,482450021001017,482450021001017,482450021001,48245002100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,8831.0,1.0,B482450021001017,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482051810-86273V5F+9VF-0-0-0-0,2.0,2.0,ST00nsi-482051810-86273V5F+9VF-0-0-0-0AP000002,nsi-482051810-86273V5F+9VF-0-0-0-0,4.0,3.0,Beaumont,-94.125328,30.058449,RES3D,POINT (-94.125328 30.058449),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.23921385,"2 Black alone, Not Hispanic"
B482450021001018H018,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,15314.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051811-86273V4F+XFR-2-6-2-5,1.0,1.0,ST00nsi-482051811-86273V4F+XFR-2-6-2-5AP000000,nsi-482051811-86273V4F+XFR-2-6-2-5,1.0,1.0,Beaumont,-94.126347,30.057492,RES3A,POINT (-94.126347 30.057492),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.23921385,"2 Black alone, Not Hispanic"
B482450021001018H019,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,15073.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051812-86273V5F+2R3-2-6-3-6,1.0,1.0,ST00nsi-482051812-86273V5F+2R3-2-6-3-6AP000000,nsi-482051812-86273V5F+2R3-2-6-3-6,1.0,1.0,Beaumont,-94.125452,30.057503,IND6,POINT (-94.125452 30.057503),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.23921385,"2 Black alone, Not Hispanic"
B482450021001018H015,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,136071.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051813-86273V4F+V89-6-2-7-2,1.0,1.0,ST00nsi-482051813-86273V4F+V89-6-2-7-2AP000000,nsi-482051813-86273V4F+V89-6-2-7-2,1.0,1.0,Beaumont,-94.126651,30.057159,COM4,POINT (-94.126651 30.057159),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.23921385,"2 Black alone, Not Hispanic"
B482450021001018H075,482450021001018,482450021001018,482450021001,48245002100,48245.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,97464.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051814-86273V4F+RHG-2-6-2-6,1.0,1.0,ST00nsi-482051814-86273V4F+RHG-2-6-2-6AP000000,nsi-482051814-86273V4F+RHG-2-6-2-6,1.0,1.0,Beaumont,-94.12605,30.057064,RES3A,POINT (-94.12605 30.057064),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H001,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,27217.0,0.0,B482450021001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482051815-86273V4F+P85-6-2-7-2,1.0,1.0,ST00nsi-482051815-86273V4F+P85-6-2-7-2AP000000,nsi-482051815-86273V4F+P85-6-2-7-2,1.0,1.0,Beaumont,-94.126643,30.05675,COM4,POINT (-94.126643 30.05675),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H030,482450021001018,482450021001018,482450021001,48245002100,48245.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,28691.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051816-86273V4F+PX7-3-6-2-5,1.0,1.0,ST00nsi-482051816-86273V4F+PX7-3-6-2-5AP000000,nsi-482051816-86273V4F+PX7-3-6-2-5,1.0,1.0,Beaumont,-94.125063,30.056798,RES3A,POINT (-94.125063 30.056798),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H093,482450021001018,482450021001018,482450021001,48245002100,48245.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,11.0,3.0,74435.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051817-86273V4F+HP4-2-5-2-6,1.0,1.0,ST00nsi-482051817-86273V4F+HP4-2-5-2-6AP000000,nsi-482051817-86273V4F+HP4-2-5-2-6,1.0,1.0,Beaumont,-94.125685,30.056391,RES3A,POINT (-94.125685 30.056391),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"6 Any Race, Hispanic"
B482450021001018H003,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5581.0,1.0,B482450021001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482051818-86273V4C+FG6-3-4-5-3,1.0,1.0,ST00nsi-482051818-86273V4C+FG6-3-4-5-3AP000000,nsi-482051818-86273V4C+FG6-3-4-5-3,1.0,1.0,Beaumont,-94.128734,30.056152,COM3,POINT (-94.128734 30.056152),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H008,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,8655.0,1.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051819-86273V4F+F26-3-3-3-2,1.0,1.0,ST00nsi-482051819-86273V4F+F26-3-3-3-2AP000000,nsi-482051819-86273V4F+F26-3-3-3-2,1.0,1.0,Beaumont,-94.12748,30.056165,COM3,POINT (-94.12748 30.056165),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H002,482450021001018,482450021001018,482450021001,48245002100,48245.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,30992.0,0.0,B482450021001018,1.0,2.0,3.0,1.0,1.0,1.0,ST00nsi-482051820-86273V4F+F92-2-3-3-3,1.0,1.0,ST00nsi-482051820-86273V4F+F92-2-3-3-3AP000000,nsi-482051820-86273V4F+F92-2-3-3-3,1.0,1.0,Beaumont,-94.126617,30.056126,COM4,POINT (-94.126617 30.056126),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H056,482450021001018,482450021001018,482450021001,48245002100,48245.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,11.0,3.0,65609.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051821-86273V4F+C57-4-3-3-2,1.0,1.0,ST00nsi-482051821-86273V4F+C57-4-3-3-2AP000000,nsi-482051821-86273V4F+C57-4-3-3-2,1.0,1.0,Beaumont,-94.127064,30.056042,COM2,POINT (-94.127064 30.056042),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H032,482450021001018,482450021001018,482450021001,48245002100,48245.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,15.0,5.0,184434.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051822-86273V4F+CQF-2-3-2-4,1.0,1.0,ST00nsi-482051822-86273V4F+CQF-2-3-2-4AP000000,nsi-482051822-86273V4F+CQF-2-3-2-4,1.0,1.0,Beaumont,-94.125592,30.056065,COM3,POINT (-94.125592 30.056065),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
B482450021001018H084,482450021001018,482450021001018,482450021001,48245002100,48245.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,58922.0,0.0,B482450021001018,1.0,2.0,3.0,2.0,2.0,2.0,ST00nsi-482051823-86273V4C+CH5-2-3-2-3,1.0,1.0,ST00nsi-482051823-86273V4C+CH5-2-3-2-3AP000000,nsi-482051823-86273V4C+CH5-2-3-2-3,1.0,1.0,Beaumont,-94.128505,30.056016,COM3,POINT (-94.128505 30.056016),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.24768873,"2 Black alone, Not Hispanic"
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482052004-86273V6M+RJM-4-4-3-5,,,,,,COM1,POINT (-94.115969 30.062096),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.260391,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482052005-86273V7M+8HF-15-6-10-6,,,,,,COM1,POINT (-94.11608 30.063312),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.260391,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482052006-86273V7M+C42-4-1-4-2,,,,,,COM3,POINT (-94.11724 30.063523),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.260391,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482052007-86273V7M+892-14-2-13-5,,,,,,COM1,POINT (-94.116623 30.063257),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.260391,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482052008-86273V7M+8CM-4-2-4-2,,,,,,COM2,POINT (-94.116451 30.063337),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.260391,
,999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,nsi-482052009-86273V7M+3H2-2-1-2-1,,,,,,COM4,POINT (-94.116121 30.062644),1.0,2.0,Southeast Beaumont - Hillebrant Bayou/Tenmile Creek-Neches River,0.260391,
